locationKey,state,femaRegion,region,designatedArea,fipsStateCode,fipsCountyCode,placeCode
332,KY,Region 4,4,Knox (County),21,121,99121
333,KY,Region 4,4,Letcher (County),21,133,99133
334,KY,Region 4,4,Pike (County),21,195,99195
335,TN,Region 4,4,Blount (County),47,9,99009
336,NC,Region 4,4,Burke (County),37,23,99023
337,GA,Region 4,4,Dade (County),13,83,99083
338,NC,Region 4,4,Transylvania (County),37,175,99175
339,HI,Region 9,9,Honolulu (County),15,3,99003
340,WA,Region 10,10,Cowlitz Reservation,53,0,15354
341,TX,Region 6,6,Bosque (County),48,35,99035
342,TN,Region 4,4,Bledsoe (County),47,7,99007
343,TN,Region 4,4,Hamilton (County),47,65,99065
344,TN,Region 4,4,Sequatchie (County),47,153,99153
345,KY,Region 4,4,Breathitt (County),21,25,99025
346,CO,Region 8,8,Custer (County),8,27,99027
347,CO,Region 8,8,Pueblo (County),8,101,99101
348,ID,Region 10,10,Bonneville (County),16,19,99019
349,GA,Region 4,4,Baldwin (County),13,9,99009
350,GA,Region 4,4,Banks (County),13,11,99011
351,CA,Region 9,9,San Luis Obispo (County),6,79,99079
352,GA,Region 4,4,Barrow (County),13,13,99013
353,GA,Region 4,4,Bartow (County),13,15,99015
354,WA,Region 10,10,Benton (County),53,5,99005
355,CA,Region 9,9,Fresno (County),6,19,99019
356,WY,Region 8,8,Uinta (County),56,41,99041
357,GA,Region 4,4,Bibb (County),13,21,99021
358,WY,Region 8,8,Fremont (County),56,13,99013
359,GA,Region 4,4,Bleckley (County),13,23,99023
360,CO,Region 8,8,Statewide,8,0,0
361,UT,Region 8,8,Washington (County),49,53,99053
362,GA,Region 4,4,Bulloch (County),13,31,99031
363,NM,Region 6,6,Bernalillo (County),35,1,99001
364,GA,Region 4,4,Burke (County),13,33,99033
365,NH,Region 1,1,Cheshire (County),33,5,99005
366,KS,Region 7,7,Wabaunsee (County),20,197,99197
367,KS,Region 7,7,Barber (County),20,7,99007
368,OK,Region 6,6,Pawnee (County),40,117,99117
369,OK,Region 6,6,Creek (County),40,37,99037
370,OK,Region 6,6,Nowata (County),40,105,99105
371,OK,Region 6,6,Washington (County),40,147,99147
372,TX,Region 6,6,Bastrop (County),48,21,99021
373,WY,Region 8,8,Natrona (County),56,25,99025
374,GA,Region 4,4,Butts (County),13,35,99035
375,GA,Region 4,4,Candler (County),13,43,99043
376,GA,Region 4,4,Carroll (County),13,45,99045
377,CA,Region 9,9,Amador (County),6,5,99005
378,CA,Region 9,9,Calaveras (County),6,9,99009
379,ID,Region 10,10,Idaho (County),16,49,99049
380,WA,Region 10,10,Skagit (County),53,57,99057
381,WA,Region 10,10,Whatcom (County),53,73,99073
382,OR,Region 10,10,Wallowa (County),41,63,99063
383,ID,Region 10,10,Clearwater (County),16,35,99035
384,ID,Region 10,10,Lewis (County),16,61,99061
385,AZ,Region 9,9,Mohave (County),4,15,99015
386,GA,Region 4,4,Catoosa (County),13,47,99047
387,GA,Region 4,4,Chattahoochee (County),13,53,99053
388,WA,Region 10,10,Walla Walla (County),53,71,99071
389,ID,Region 10,10,Bonner (County),16,17,99017
390,ID,Region 10,10,Kootenai (County),16,55,99055
391,AK,Region 10,10,Kenai Peninsula (Borough),2,122,99122
392,CA,Region 9,9,Madera (County),6,39,99039
393,CA,Region 9,9,Modoc (County),6,49,99049
394,CA,Region 9,9,Lassen (County),6,35,99035
395,UT,Region 8,8,Tooele (County),49,45,99045
396,CA,Region 9,9,Tuolumne (County),6,109,99109
397,ID,Region 10,10,Camas (County),16,25,99025
398,UT,Region 8,8,Summit (County),49,43,99043
399,ID,Region 10,10,Elmore (County),16,39,99039
400,MT,Region 8,8,Mineral (County),30,61,99061
401,NV,Region 9,9,Clark (County),32,3,99003
402,CO,Region 8,8,Mineral (County),8,79,99079
403,CO,Region 8,8,Rio Grande (County),8,105,99105
404,CO,Region 8,8,Fremont (County),8,43,99043
405,CO,Region 8,8,El Paso (County),8,41,99041
406,CA,Region 9,9,Campo Indian Reservation,6,0,10522
407,ID,Region 10,10,Boise (County),16,15,99015
408,SD,Region 8,8,Oglala Lakota (County),46,113,99113
409,NE,Region 7,7,Dawes (County),31,45,99045
410,NE,Region 7,7,Sheridan (County),31,161,99161
411,NE,Region 7,7,Sioux (County),31,165,99165
412,MT,Region 8,8,Jefferson (County),30,43,99043
413,CA,Region 9,9,Tehama (County),6,103,99103
414,OK,Region 6,6,Payne (County),40,119,99119
415,GA,Region 4,4,Chattooga (County),13,55,99055
416,GA,Region 4,4,Cherokee (County),13,57,99057
417,GA,Region 4,4,Clarke (County),13,59,99059
418,GA,Region 4,4,Clayton (County),13,63,99063
419,GA,Region 4,4,Cobb (County),13,67,99067
420,GA,Region 4,4,Columbia (County),13,73,99073
421,GA,Region 4,4,Coweta (County),13,77,99077
422,GA,Region 4,4,Crawford (County),13,79,99079
423,GA,Region 4,4,Dawson (County),13,85,99085
424,GA,Region 4,4,Dekalb (County),13,89,99089
425,GA,Region 4,4,Dodge (County),13,91,99091
426,GA,Region 4,4,Dooly (County),13,93,99093
427,GA,Region 4,4,Douglas (County),13,97,99097
428,GA,Region 4,4,Elbert (County),13,105,99105
429,GA,Region 4,4,Emanuel (County),13,107,99107
430,GA,Region 4,4,Evans (County),13,109,99109
431,GA,Region 4,4,Fannin (County),13,111,99111
432,GA,Region 4,4,Fayette (County),13,113,99113
433,GA,Region 4,4,Floyd (County),13,115,99115
434,GA,Region 4,4,Forsyth (County),13,117,99117
435,GA,Region 4,4,Franklin (County),13,119,99119
436,GA,Region 4,4,Fulton (County),13,121,99121
437,GA,Region 4,4,Gilmer (County),13,123,99123
438,GA,Region 4,4,Glascock (County),13,125,99125
439,GA,Region 4,4,Gordon (County),13,129,99129
440,GA,Region 4,4,Greene (County),13,133,99133
441,GA,Region 4,4,Gwinnett (County),13,135,99135
442,GA,Region 4,4,Habersham (County),13,137,99137
443,GA,Region 4,4,Hall (County),13,139,99139
444,GA,Region 4,4,Hancock (County),13,141,99141
445,GA,Region 4,4,Haralson (County),13,143,99143
446,GA,Region 4,4,Harris (County),13,145,99145
447,GA,Region 4,4,Hart (County),13,147,99147
448,GA,Region 4,4,Heard (County),13,149,99149
449,GA,Region 4,4,Henry (County),13,151,99151
450,GA,Region 4,4,Houston (County),13,153,99153
451,GA,Region 4,4,Jackson (County),13,157,99157
452,GA,Region 4,4,Jasper (County),13,159,99159
453,GA,Region 4,4,Jefferson (County),13,163,99163
454,WV,Region 3,3,Boone (County),54,5,99005
455,GA,Region 4,4,Jenkins (County),13,165,99165
456,WV,Region 3,3,Raleigh (County),54,81,99081
457,GA,Region 4,4,Johnson (County),13,167,99167
458,GA,Region 4,4,Jones (County),13,169,99169
459,GA,Region 4,4,Lamar (County),13,171,99171
460,GA,Region 4,4,Laurens (County),13,175,99175
461,GA,Region 4,4,Lincoln (County),13,181,99181
462,GA,Region 4,4,Lumpkin (County),13,187,99187
463,GA,Region 4,4,Mcduffie (County),13,189,99189
464,GA,Region 4,4,Macon (County),13,193,99193
465,GA,Region 4,4,Madison (County),13,195,99195
466,GA,Region 4,4,Marion (County),13,197,99197
467,GA,Region 4,4,Meriwether (County),13,199,99199
468,GA,Region 4,4,Monroe (County),13,207,99207
469,GA,Region 4,4,Montgomery (County),13,209,99209
470,GA,Region 4,4,Morgan (County),13,211,99211
471,GA,Region 4,4,Murray (County),13,213,99213
472,GA,Region 4,4,Muscogee (County),13,215,99215
473,GA,Region 4,4,Newton (County),13,217,99217
474,GA,Region 4,4,Oconee (County),13,219,99219
475,GA,Region 4,4,Oglethorpe (County),13,221,99221
476,GA,Region 4,4,Paulding (County),13,223,99223
477,TX,Region 6,6,San Jacinto (County),48,407,99407
478,TX,Region 6,6,Gillespie (County),48,171,99171
479,GA,Region 4,4,Peach (County),13,225,99225
480,GA,Region 4,4,Pickens (County),13,227,99227
481,GA,Region 4,4,Pike (County),13,231,99231
482,GA,Region 4,4,Polk (County),13,233,99233
483,GA,Region 4,4,Pulaski (County),13,235,99235
484,GA,Region 4,4,Putnam (County),13,237,99237
485,GA,Region 4,4,Rabun (County),13,241,99241
486,GA,Region 4,4,Richmond (County),13,245,99245
487,GA,Region 4,4,Rockdale (County),13,247,99247
488,GA,Region 4,4,Schley (County),13,249,99249
489,GA,Region 4,4,Screven (County),13,251,99251
490,GA,Region 4,4,Spalding (County),13,255,99255
491,GA,Region 4,4,Stephens (County),13,257,99257
492,GA,Region 4,4,Stewart (County),13,259,99259
493,GA,Region 4,4,Sumter (County),13,261,99261
494,GA,Region 4,4,Talbot (County),13,263,99263
495,GA,Region 4,4,Taliaferro (County),13,265,99265
496,GA,Region 4,4,Tattnall (County),13,267,99267
497,GA,Region 4,4,Taylor (County),13,269,99269
498,GA,Region 4,4,Telfair (County),13,271,99271
499,GA,Region 4,4,Toombs (County),13,279,99279
500,GA,Region 4,4,Towns (County),13,281,99281
501,GA,Region 4,4,Treutlen (County),13,283,99283
502,GA,Region 4,4,Troup (County),13,285,99285
503,GA,Region 4,4,Twiggs (County),13,289,99289
504,GA,Region 4,4,Union (County),13,291,99291
505,GA,Region 4,4,Upson (County),13,293,99293
506,GA,Region 4,4,Walker (County),13,295,99295
507,GA,Region 4,4,Walton (County),13,297,99297
508,GA,Region 4,4,Warren (County),13,301,99301
509,GA,Region 4,4,Washington (County),13,303,99303
510,GA,Region 4,4,Webster (County),13,307,99307
511,GA,Region 4,4,Wheeler (County),13,309,99309
512,GA,Region 4,4,White (County),13,311,99311
513,GA,Region 4,4,Whitfield (County),13,313,99313
514,GA,Region 4,4,Wilcox (County),13,315,99315
515,GA,Region 4,4,Wilkes (County),13,317,99317
516,GA,Region 4,4,Wilkinson (County),13,319,99319
517,FL,Region 4,4,Alachua (County),12,1,99001
518,FL,Region 4,4,Baker (County),12,3,99003
519,FL,Region 4,4,Bradford (County),12,7,99007
520,FL,Region 4,4,Charlotte (County),12,15,99015
521,FL,Region 4,4,Citrus (County),12,17,99017
522,FL,Region 4,4,Clay (County),12,19,99019
523,FL,Region 4,4,Columbia (County),12,23,99023
524,FL,Region 4,4,Desoto (County),12,27,99027
525,FL,Region 4,4,Dixie (County),12,29,99029
526,FL,Region 4,4,Duval (County),12,31,99031
527,FL,Region 4,4,Franklin (County),12,37,99037
528,FL,Region 4,4,Gilchrist (County),12,41,99041
529,FL,Region 4,4,Hamilton (County),12,47,99047
530,FL,Region 4,4,Hardee (County),12,49,99049
531,FL,Region 4,4,Hernando (County),12,53,99053
532,FL,Region 4,4,Hillsborough (County),12,57,99057
533,FL,Region 4,4,Jefferson (County),12,65,99065
534,FL,Region 4,4,Lafayette (County),12,67,99067
535,FL,Region 4,4,Lake (County),12,69,99069
536,FL,Region 4,4,Levy (County),12,75,99075
537,FL,Region 4,4,Madison (County),12,79,99079
538,FL,Region 4,4,Manatee (County),12,81,99081
539,FL,Region 4,4,Marion (County),12,83,99083
540,FL,Region 4,4,Miami-Dade (County),12,86,99086
541,FL,Region 4,4,Monroe (County),12,87,99087
542,FL,Region 4,4,Nassau (County),12,89,99089
543,FL,Region 4,4,Pasco (County),12,101,99101
544,FL,Region 4,4,Pinellas (County),12,103,99103
545,FL,Region 4,4,Putnam (County),12,107,99107
546,FL,Region 4,4,Sarasota (County),12,115,99115
547,FL,Region 4,4,Sumter (County),12,119,99119
548,FL,Region 4,4,Suwannee (County),12,121,99121
549,FL,Region 4,4,Taylor (County),12,123,99123
550,FL,Region 4,4,Union (County),12,125,99125
551,FL,Region 4,4,Wakulla (County),12,129,99129
552,OK,Region 6,6,Chickasaw (Otsa),40,0,13925
553,GA,Region 4,4,Baker (County),13,7,99007
554,GA,Region 4,4,Decatur (County),13,87,99087
555,TX,Region 6,6,Anderson (County),48,1,99001
556,TX,Region 6,6,Angelina (County),48,5,99005
557,TX,Region 6,6,Aransas (County),48,7,99007
558,TX,Region 6,6,Brazos (County),48,41,99041
559,TX,Region 6,6,Burleson (County),48,51,99051
560,TX,Region 6,6,Calhoun (County),48,57,99057
561,TX,Region 6,6,Cameron (County),48,61,99061
562,TX,Region 6,6,Camp (County),48,63,99063
563,TX,Region 6,6,Cass (County),48,67,99067
564,TX,Region 6,6,Cherokee (County),48,73,99073
565,TX,Region 6,6,Colorado (County),48,89,99089
566,TX,Region 6,6,Dewitt (County),48,123,99123
567,TX,Region 6,6,Fayette (County),48,149,99149
568,TX,Region 6,6,Freestone (County),48,161,99161
569,TX,Region 6,6,Goliad (County),48,175,99175
570,TX,Region 6,6,Gregg (County),48,183,99183
571,TX,Region 6,6,Grimes (County),48,185,99185
572,TX,Region 6,6,Hardin (County),48,199,99199
573,TX,Region 6,6,Harrison (County),48,203,99203
574,TX,Region 6,6,Hidalgo (County),48,215,99215
575,TX,Region 6,6,Houston (County),48,225,99225
576,TX,Region 6,6,Kenedy (County),48,261,99261
577,TX,Region 6,6,Kleberg (County),48,273,99273
578,TX,Region 6,6,Lavaca (County),48,285,99285
579,TX,Region 6,6,Lee (County),48,287,99287
580,TX,Region 6,6,Leon (County),48,289,99289
581,TX,Region 6,6,Madison (County),48,313,99313
582,TX,Region 6,6,Marion (County),48,315,99315
583,TX,Region 6,6,Milam (County),48,331,99331
584,TX,Region 6,6,Morris (County),48,343,99343
585,TX,Region 6,6,Newton (County),48,351,99351
586,TX,Region 6,6,Nueces (County),48,355,99355
587,TX,Region 6,6,Panola (County),48,365,99365
588,TX,Region 6,6,Refugio (County),48,391,99391
589,TX,Region 6,6,Robertson (County),48,395,99395
590,TX,Region 6,6,Rusk (County),48,401,99401
591,TX,Region 6,6,Sabine (County),48,403,99403
592,TX,Region 6,6,San Augustine (County),48,405,99405
593,TX,Region 6,6,San Patricio (County),48,409,99409
594,TX,Region 6,6,Tyler (County),48,457,99457
595,TX,Region 6,6,Upshur (County),48,459,99459
596,TX,Region 6,6,Victoria (County),48,469,99469
597,TX,Region 6,6,Washington (County),48,477,99477
598,TX,Region 6,6,Webb (County),48,479,99479
599,TX,Region 6,6,Willacy (County),48,489,99489
600,TX,Region 6,6,Austin (County),48,15,99015
601,TX,Region 6,6,Bowie (County),48,37,99037
602,TX,Region 6,6,Brazoria (County),48,39,99039
603,TX,Region 6,6,Chambers (County),48,71,99071
604,TX,Region 6,6,Fort Bend (County),48,157,99157
605,TX,Region 6,6,Galveston (County),48,167,99167
606,TX,Region 6,6,Harris (County),48,201,99201
607,TX,Region 6,6,Jackson (County),48,239,99239
608,TX,Region 6,6,Jasper (County),48,241,99241
609,TX,Region 6,6,Jefferson (County),48,245,99245
610,TX,Region 6,6,Liberty (County),48,291,99291
611,TX,Region 6,6,Matagorda (County),48,321,99321
612,TX,Region 6,6,Montgomery (County),48,339,99339
613,TX,Region 6,6,Nacogdoches (County),48,347,99347
614,TX,Region 6,6,Orange (County),48,361,99361
615,TX,Region 6,6,Polk (County),48,373,99373
616,TX,Region 6,6,Shelby (County),48,419,99419
617,TX,Region 6,6,Trinity (County),48,455,99455
618,TX,Region 6,6,Walker (County),48,471,99471
619,TX,Region 6,6,Waller (County),48,473,99473
620,TX,Region 6,6,Wharton (County),48,481,99481
621,GA,Region 4,4,Jeff Davis (County),13,161,99161
622,NM,Region 6,6,Pueblo Of Picuris,35,0,56880
623,NM,Region 6,6,Isleta Pueblo (Indian Reservation),35,0,34690
624,NM,Region 6,6,Zuni Pueblo (Indian Reservation),35,0,86585
625,NM,Region 6,6,Mescalero Tribe,35,0,47990
626,NM,Region 6,6,Rio Arriba (County),35,39,99039
627,NM,Region 6,6,San Juan (County),35,45,99045
628,TX,Region 6,6,Randall (County),48,381,99381
629,MP,Region 9,9,Northern Mariana Islands (County-Equivalent),69,10,99010
630,MP,Region 9,9,Northern Islands (Municipality),69,85,99085
631,MP,Region 9,9,Rota (Municipality),69,100,99100
632,MP,Region 9,9,Saipan (Municipality),69,110,99110
633,MP,Region 9,9,Tinian (Municipality),69,120,99120
634,GU,Region 9,9,Guam (County-Equivalent),66,10,99010
635,MT,Region 8,8,Custer (County),30,17,99017
636,MT,Region 8,8,Powder River (County),30,75,99075
637,MT,Region 8,8,Musselshell (County),30,65,99065
638,TX,Region 6,6,Potter (County),48,375,99375
639,CO,Region 8,8,Adams (County),8,1,99001
640,CO,Region 8,8,Baca (County),8,9,99009
641,CO,Region 8,8,Denver (County),8,31,99031
642,CO,Region 8,8,Elbert (County),8,39,99039
643,CO,Region 8,8,Logan (County),8,75,99075
644,CO,Region 8,8,Morgan (County),8,87,99087
645,CO,Region 8,8,Park (County),8,93,99093
646,CO,Region 8,8,Saguache (County),8,109,99109
647,CO,Region 8,8,Sedgwick (County),8,115,99115
648,CO,Region 8,8,Washington (County),8,121,99121
649,CO,Region 8,8,Yuma (County),8,125,99125
650,NE,Region 7,7,Banner (County),31,7,99007
651,NE,Region 7,7,Cheyenne (County),31,33,99033
652,NE,Region 7,7,Kimball (County),31,105,99105
653,NE,Region 7,7,Scotts Bluff (County),31,157,99157
654,ME,Region 1,1,Cumberland (County),23,5,99005
655,ME,Region 1,1,"York (County)(In Msa 6400,6450)",23,31,99031
656,GA,Region 4,4,Brantley (County),13,25,99025
657,GA,Region 4,4,Echols (County),13,101,99101
658,KY,Region 4,4,Adair (County),21,1,99001
659,KY,Region 4,4,Allen (County),21,3,99003
660,KY,Region 4,4,Anderson (County),21,5,99005
661,KY,Region 4,4,Ballard (County),21,7,99007
662,KY,Region 4,4,Barren (County),21,9,99009
663,KY,Region 4,4,Bath (County),21,11,99011
664,KY,Region 4,4,Bell (County),21,13,99013
665,KY,Region 4,4,Boone (County),21,15,99015
666,KY,Region 4,4,Bourbon (County),21,17,99017
667,KY,Region 4,4,Boyd (County),21,19,99019
